ENSMUSG00000064341	PF00146
ENSMUSG00000022518	PF16043
ENSMUSG00000026096	PF00814
ENSMUSG00000021758	PF00271
ENSMUSG00000021758	PF00270
ENSMUSG00000037563	PF00380
ENSMUSG00000014329	PF00536
ENSMUSG00000014329	PF00013
ENSMUSG00000028850	PF01585
ENSMUSG00000039568	PF14555
ENSMUSG00000051965	PF05741
ENSMUSG00000028101	PF14324
ENSMUSG00000028101	PF02891
ENSMUSG00000032015	PF00157
ENSMUSG00000032015	PF00046
ENSMUSG00000072235	PF00091
ENSMUSG00000072235	PF03953
ENSMUSG00000047371	PF05001
ENSMUSG00000047371	PF00096
ENSMUSG00000048481	PF13873
ENSMUSG00000043091	PF03953
ENSMUSG00000043091	PF00091
ENSMUSG00000032014	PF14941
ENSMUSG00000035247	PF12796
ENSMUSG00000035247	PF18410
ENSMUSG00000035247	PF07738
ENSMUSG00000035247	PF06701
ENSMUSG00000035247	PF00632
ENSMUSG00000038301	PF00787
ENSMUSG00000047789	PF01490
ENSMUSG00000036972	PF18366
ENSMUSG00000036972	PF00096
ENSMUSG00000031139	PF13716
ENSMUSG00000031139	PF00169
ENSMUSG00000031139	PF00621
ENSMUSG00000004043	PF00017
ENSMUSG00000004043	PF01017
ENSMUSG00000004043	PF02864
ENSMUSG00000004043	PF02865
ENSMUSG00000087194	PF07686
ENSMUSG00000031200	PF01840
ENSMUSG00000025223	PF17916
ENSMUSG00000025223	PF01803
ENSMUSG00000023484	PF04732
ENSMUSG00000023484	PF00038
ENSMUSG00000058298	PF00493
ENSMUSG00000058298	PF17207
ENSMUSG00000058298	PF17855
ENSMUSG00000038520	PF00566
ENSMUSG00000038520	PF12068
ENSMUSG00000095654	PF03803
ENSMUSG00000009731	PF11879
ENSMUSG00000009731	PF02214
ENSMUSG00000009731	PF11601
ENSMUSG00000009731	PF00520
ENSMUSG00000028848	PF03029
ENSMUSG00000004561	PF09243
ENSMUSG00000030347	PF10154
ENSMUSG00000067519	PF13853
ENSMUSG00000047281	PF00244
ENSMUSG00000060049	PF13853
ENSMUSG00000032013	PF00643
ENSMUSG00000095640	PF13853
ENSMUSG00000039844	PF00617
ENSMUSG00000039844	PF00618
ENSMUSG00000054381	PF01352
ENSMUSG00000054381	PF00096
ENSMUSG00000067513	PF13853
ENSMUSG00000042032	PF04321
ENSMUSG00000096436	PF13853
ENSMUSG00000044030	PF11261
ENSMUSG00000044030	PF00097
ENSMUSG00000109328	PF13853
ENSMUSG00000037553	PF01529
ENSMUSG00000040891	PF08430
ENSMUSG00000040891	PF00250
ENSMUSG00000025402	PF04905
ENSMUSG00000025402	PF04904
ENSMUSG00000046650	PF13853
ENSMUSG00000063273	PF12569
ENSMUSG00000063273	PF13181
ENSMUSG00000054150	PF10541
ENSMUSG00000054150	PF00435
ENSMUSG00000030823	PF00096
ENSMUSG00000030823	PF01352
ENSMUSG00000050815	PF13853
ENSMUSG00000001076	PF00386
ENSMUSG00000040065	PF01823
ENSMUSG00000046805	PF01823
ENSMUSG00000078580	PF00096
ENSMUSG00000078580	PF01352
ENSMUSG00000038009	PF00226
ENSMUSG00000038009	PF05154
ENSMUSG00000028100	PF00293
ENSMUSG00000032369	PF03803
ENSMUSG00000021102	PF00462
ENSMUSG00000040855	PF12763
ENSMUSG00000019857	PF04729
ENSMUSG00000039982	PF00097
ENSMUSG00000039982	PF02825
ENSMUSG00000039982	PF18102
ENSMUSG00000025780	PF06668
ENSMUSG00000025780	PF08487
ENSMUSG00000025780	PF00092
ENSMUSG00000072572	PF02535
ENSMUSG00000031659	PF06327
ENSMUSG00000031659	PF00211
ENSMUSG00000031659	PF16214
ENSMUSG00000060863	PF01840
ENSMUSG00000036815	PF00930
ENSMUSG00000036815	PF00326
ENSMUSG00000066359	PF01840
ENSMUSG00000033499	PF05383
ENSMUSG00000030061	PF08825
ENSMUSG00000030061	PF00899
ENSMUSG00000000701	PF01840
ENSMUSG00000068940	PF01840
ENSMUSG00000079007	PF01840
ENSMUSG00000025790	PF07648
ENSMUSG00000025790	PF03137
ENSMUSG00000035199	PF03208
ENSMUSG00000022517	PF13920
ENSMUSG00000031860	PF03792
ENSMUSG00000031860	PF00046
ENSMUSG00000040195	PF10225
ENSMUSG00000000183	PF00167
ENSMUSG00000020823	PF04707
ENSMUSG00000020823	PF00650
ENSMUSG00000020823	PF03765
ENSMUSG00000044086	PF03250
ENSMUSG00000041359	PF01840
ENSMUSG00000045757	PF00096
ENSMUSG00000045757	PF01352
ENSMUSG00000021759	PF01569
ENSMUSG00000027086	PF08373
ENSMUSG00000027086	PF08368
ENSMUSG00000027086	PF06743
ENSMUSG00000058897	PF01391
ENSMUSG00000044006	PF13330
ENSMUSG00000044006	PF00090
ENSMUSG00000044006	PF13620
ENSMUSG00000044006	PF13927
ENSMUSG00000021070	PF00001
ENSMUSG00000041347	PF00001
ENSMUSG00000055491	PF00076
ENSMUSG00000020330	PF15908
ENSMUSG00000020330	PF15905
ENSMUSG00000026095	PF13537
ENSMUSG00000026095	PF00733
ENSMUSG00000068015	PF13855
ENSMUSG00000068015	PF00307
ENSMUSG00000074604	PF01124
ENSMUSG00000031660	PF00439
ENSMUSG00000031660	PF12024
ENSMUSG00000067998	PF01273
ENSMUSG00000031201	PF18110
ENSMUSG00000031201	PF01398
ENSMUSG00000020328	PF04969
ENSMUSG00000079497	PF04505
ENSMUSG00000029231	PF07679
ENSMUSG00000029231	PF07714
ENSMUSG00000024691	PF13365
ENSMUSG00000019856	PF15665
ENSMUSG00000048967	PF03853
ENSMUSG00000061143	PF09596
ENSMUSG00000067996	PF01273
ENSMUSG00000041341	PF09333
ENSMUSG00000041341	PF12624
ENSMUSG00000036199	PF06212
ENSMUSG00000047654	PF00069
ENSMUSG00000034959	PF13901
ENSMUSG00000030306	PF08409
ENSMUSG00000030306	PF13414
ENSMUSG00000030306	PF14559
ENSMUSG00000030306	PF13432
ENSMUSG00000030306	PF13424
ENSMUSG00000021549	PF00018
ENSMUSG00000021549	PF00616
ENSMUSG00000021549	PF00017
ENSMUSG00000021549	PF00168
ENSMUSG00000021549	PF00169
ENSMUSG00000071633	PF06021
ENSMUSG00000071633	PF08444
ENSMUSG00000031027	PF00069
ENSMUSG00000022515	PF00536
ENSMUSG00000022515	PF12796
ENSMUSG00000022515	PF13606
ENSMUSG00000000182	PF00167
ENSMUSG00000017778	PF02935
ENSMUSG00000038028	PF00300
ENSMUSG00000063683	PF06021
ENSMUSG00000063683	PF08444
ENSMUSG00000044252	PF01237
ENSMUSG00000044252	PF13857
ENSMUSG00000044252	PF12796
ENSMUSG00000044715	PF05303
ENSMUSG00000045251	PF00096
ENSMUSG00000045251	PF01352
ENSMUSG00000027487	PF04055
ENSMUSG00000027487	PF01938
ENSMUSG00000027487	PF00919
ENSMUSG00000025401	PF06017
ENSMUSG00000025401	PF00063
ENSMUSG00000025401	PF00612
ENSMUSG00000044441	PF13853
ENSMUSG00000029490	PF07690
ENSMUSG00000045030	PF13853
ENSMUSG00000020534	PF00464
ENSMUSG00000022542	PF00735
ENSMUSG00000031662	PF00787
ENSMUSG00000024163	PF09744
ENSMUSG00000024163	PF16471
ENSMUSG00000024163	PF19056
ENSMUSG00000024694	PF06021
ENSMUSG00000024694	PF08444
ENSMUSG00000096215	PF15831
ENSMUSG00000041323	PF00406
ENSMUSG00000041323	PF05186
ENSMUSG00000011096	PF15798
ENSMUSG00000027488	PF18012
ENSMUSG00000027488	PF00169
ENSMUSG00000027488	PF00595
ENSMUSG00000079415	PF01110
ENSMUSG00000031154	PF02338
ENSMUSG00000059182	PF00169
ENSMUSG00000059182	PF00018
ENSMUSG00000048921	PF01352
ENSMUSG00000048921	PF00096
ENSMUSG00000020326	PF00134
ENSMUSG00000021065	PF19745
ENSMUSG00000021065	PF14604
ENSMUSG00000022371	PF00092
ENSMUSG00000022371	PF01391
ENSMUSG00000022371	PF00041
ENSMUSG00000000184	PF02984
ENSMUSG00000000184	PF00134
ENSMUSG00000024695	PF00096
ENSMUSG00000028931	PF00248
ENSMUSG00000003923	PF09011
ENSMUSG00000003923	PF00505
ENSMUSG00000042569	PF00106
ENSMUSG00000022540	PF10259
ENSMUSG00000036180	PF16563
ENSMUSG00000025400	PF03823
ENSMUSG00000043284	PF14972
ENSMUSG00000039826	PF01509
ENSMUSG00000044617	PF00651
ENSMUSG00000044617	PF00096
ENSMUSG00000058396	PF00001
ENSMUSG00000022370	PF00572
ENSMUSG00000018931	PF14542
ENSMUSG00000042286	PF12947
ENSMUSG00000042286	PF00193
ENSMUSG00000042286	PF02469
ENSMUSG00000042286	PF00053
ENSMUSG00000038880	PF16053
ENSMUSG00000034675	PF00241
ENSMUSG00000001082	PF07690
ENSMUSG00000019927	PF00179
ENSMUSG00000073435	PF00334
ENSMUSG00000089789	PF00106
ENSMUSG00000099009	PF00106
ENSMUSG00000023118	PF11935
ENSMUSG00000023118	PF12295
ENSMUSG00000047454	PF00994
ENSMUSG00000047454	PF03453
ENSMUSG00000047454	PF03454
ENSMUSG00000040029	PF08506
ENSMUSG00000040029	PF03810
ENSMUSG00000040029	PF03378
ENSMUSG00000024423	PF05773
ENSMUSG00000024423	PF01205
ENSMUSG00000022536	PF00855
ENSMUSG00000022536	PF14833
ENSMUSG00000022536	PF03446
ENSMUSG00000037710	PF10660
ENSMUSG00000037710	PF09360
ENSMUSG00000043257	PF04188
ENSMUSG00000056148	PF00106
ENSMUSG00000021997	PF13855
ENSMUSG00000051934	PF07139
ENSMUSG00000069456	PF00106
ENSMUSG00000015176	PF05022
ENSMUSG00000056987	PF12480
ENSMUSG00000037346	PF00001
ENSMUSG00000037997	PF00644
ENSMUSG00000037997	PF02825
ENSMUSG00000024044	PF09379
ENSMUSG00000024044	PF00373
ENSMUSG00000024044	PF09380
ENSMUSG00000024044	PF04382
ENSMUSG00000024044	PF05902
ENSMUSG00000024044	PF08736
ENSMUSG00000078598	PF07686
ENSMUSG00000016510	PF00707
ENSMUSG00000016510	PF05198
ENSMUSG00000061186	PF02820
ENSMUSG00000061186	PF12140
ENSMUSG00000061186	PF00536
ENSMUSG00000038754	PF01151
ENSMUSG00000030822	PF15386
ENSMUSG00000059248	PF00735
ENSMUSG00000024420	PF13912
ENSMUSG00000024420	PF00096
ENSMUSG00000024696	PF00412
ENSMUSG00000055994	PF17776
ENSMUSG00000055994	PF17779
ENSMUSG00000055994	PF13516
ENSMUSG00000055994	PF00619
ENSMUSG00000055994	PF05729
ENSMUSG00000021112	PF02828
ENSMUSG00000021112	PF00595
ENSMUSG00000021112	PF00625
ENSMUSG00000021112	PF07653
ENSMUSG00000021112	PF09060
ENSMUSG00000016018	PF13234
ENSMUSG00000016018	PF00270
ENSMUSG00000016018	PF08148
ENSMUSG00000016018	PF00271
ENSMUSG00000003746	PF01532
ENSMUSG00000091014	PF00428
ENSMUSG00000070867	PF01963
ENSMUSG00000025229	PF00046
ENSMUSG00000025229	PF03826
ENSMUSG00000037579	PF00027
ENSMUSG00000037579	PF00520
ENSMUSG00000037579	PF13426
ENSMUSG00000046272	PF13853
ENSMUSG00000055210	PF00250
ENSMUSG00000040866	PF04712
ENSMUSG00000021114	PF01813
ENSMUSG00000045126	PF13853
ENSMUSG00000054052	PF00106
ENSMUSG00000057817	PF13853
ENSMUSG00000033623	PF13923
ENSMUSG00000033623	PF16207
ENSMUSG00000060303	PF13853
ENSMUSG00000041528	PF13920
ENSMUSG00000041528	PF00622
ENSMUSG00000061414	PF13499
ENSMUSG00000061414	PF00071
ENSMUSG00000048456	PF13853
ENSMUSG00000049498	PF13853
ENSMUSG00000074639	PF00106
ENSMUSG00000062892	PF13853
ENSMUSG00000021116	PF00575
ENSMUSG00000021116	PF07541
ENSMUSG00000094986	PF13853
ENSMUSG00000061637	PF13853
ENSMUSG00000030350	PF06325
ENSMUSG00000062844	PF13853
ENSMUSG00000040134	PF00106
ENSMUSG00000057503	PF13853
ENSMUSG00000021118	PF00610
ENSMUSG00000021118	PF00169
ENSMUSG00000040127	PF00106
ENSMUSG00000096320	PF13853
ENSMUSG00000095189	PF13853
ENSMUSG00000042426	PF00270
ENSMUSG00000042426	PF00271
ENSMUSG00000042426	PF04408
ENSMUSG00000042426	PF07717
ENSMUSG00000016520	PF13923
ENSMUSG00000016520	PF00595
ENSMUSG00000046157	PF06541
ENSMUSG00000096273	PF13853
ENSMUSG00000030351	PF00335
ENSMUSG00000096708	PF13853
ENSMUSG00000042417	PF02984
ENSMUSG00000042417	PF00134
ENSMUSG00000071629	PF13853
ENSMUSG00000033615	PF05835
ENSMUSG00000053025	PF00083
ENSMUSG00000053025	PF07690
ENSMUSG00000074651	PF07412
ENSMUSG00000031274	PF01413
ENSMUSG00000031274	PF01391
ENSMUSG00000037570	PF00498
ENSMUSG00000037570	PF13325
ENSMUSG00000039599	PF12516
ENSMUSG00000025920	PF16482
ENSMUSG00000025920	PF00035
ENSMUSG00000018932	PF00069
ENSMUSG00000030410	PF00400
ENSMUSG00000044518	PF00250
ENSMUSG00000060733	PF03770
ENSMUSG00000031155	PF00069
ENSMUSG00000032372	PF03803
ENSMUSG00000036693	PF04147
ENSMUSG00000037013	PF05030
ENSMUSG00000039546	PF15298
ENSMUSG00000042529	PF08466
ENSMUSG00000042529	PF17655
ENSMUSG00000042529	PF01007
ENSMUSG00000029642	PF13656
ENSMUSG00000032012	PF13895
ENSMUSG00000032012	PF08205
ENSMUSG00000032012	PF07686
ENSMUSG00000053129	PF00046
ENSMUSG00000025396	PF00106
ENSMUSG00000028719	PF00406
ENSMUSG00000034488	PF00754
ENSMUSG00000034488	PF00008
ENSMUSG00000034488	PF12661
ENSMUSG00000029644	PF00046
ENSMUSG00000028073	PF00053
ENSMUSG00000028073	PF07546
ENSMUSG00000036743	PF10584
ENSMUSG00000036743	PF00227
ENSMUSG00000047613	PF15772
ENSMUSG00000029646	PF00046
ENSMUSG00000029646	PF04731
ENSMUSG00000075543	PF09349
ENSMUSG00000025224	PF12783
ENSMUSG00000025224	PF01369
ENSMUSG00000023007	PF00397
ENSMUSG00000023007	PF01846
ENSMUSG00000078926	PF12894
ENSMUSG00000078926	PF00400
ENSMUSG00000021613	PF07686
ENSMUSG00000021613	PF00193
ENSMUSG00000054321	PF07531
ENSMUSG00000054321	PF05236
ENSMUSG00000025939	PF00179
ENSMUSG00000031858	PF10345
ENSMUSG00000021760	PF00255
ENSMUSG00000038122	PF14961
ENSMUSG00000052783	PF00615
ENSMUSG00000052783	PF00069
ENSMUSG00000031026	PF00628
ENSMUSG00000031026	PF00439
ENSMUSG00000031026	PF00643
ENSMUSG00000036225	PF02214
ENSMUSG00000036225	PF12012
ENSMUSG00000042133	PF00160
ENSMUSG00000023132	PF00089
ENSMUSG00000047669	PF05712
ENSMUSG00000050953	PF00029
ENSMUSG00000050953	PF03508
ENSMUSG00000030064	PF11819
ENSMUSG00000030064	PF09380
ENSMUSG00000030064	PF09379
ENSMUSG00000030064	PF00373
ENSMUSG00000042385	PF00089
ENSMUSG00000046364	PF00828
ENSMUSG00000042379	PF00219
ENSMUSG00000021811	PF00226
ENSMUSG00000062949	PF13246
ENSMUSG00000062949	PF16209
ENSMUSG00000062949	PF00122
ENSMUSG00000062949	PF16212
ENSMUSG00000011306	PF01585
ENSMUSG00000011306	PF01805
ENSMUSG00000021763	PF16184
ENSMUSG00000021763	PF02210
ENSMUSG00000049960	PF00886
ENSMUSG00000095484	PF13853
ENSMUSG00000042817	PF07714
ENSMUSG00000042817	PF00047
ENSMUSG00000096289	PF13853
ENSMUSG00000054667	PF02174
ENSMUSG00000094846	PF13853
ENSMUSG00000037716	PF00168
ENSMUSG00000019923	PF15556
ENSMUSG00000020436	PF02931
ENSMUSG00000020436	PF02932
ENSMUSG00000045678	PF13853
ENSMUSG00000028099	PF05645
ENSMUSG00000028099	PF08221
ENSMUSG00000061387	PF13853
ENSMUSG00000026798	PF05019
ENSMUSG00000051156	PF13853
ENSMUSG00000096141	PF12774
ENSMUSG00000096141	PF18199
ENSMUSG00000096141	PF17857
ENSMUSG00000096141	PF03028
ENSMUSG00000096141	PF18198
ENSMUSG00000096141	PF08393
ENSMUSG00000096141	PF12780
ENSMUSG00000096141	PF12777
ENSMUSG00000096141	PF12781
ENSMUSG00000096141	PF12775
ENSMUSG00000096141	PF17852
ENSMUSG00000024411	PF00230
ENSMUSG00000007880	PF01388
ENSMUSG00000007880	PF12031
ENSMUSG00000109520	PF13853
ENSMUSG00000050865	PF13853
ENSMUSG00000007594	PF07686
ENSMUSG00000007594	PF00193
ENSMUSG00000010142	PF09305
ENSMUSG00000047207	PF13853
ENSMUSG00000048356	PF13853
ENSMUSG00000031197	PF02996
ENSMUSG00000032593	PF00560
ENSMUSG00000032593	PF13855
ENSMUSG00000044040	PF13853
ENSMUSG00000042423	PF15336
ENSMUSG00000070883	PF13868
ENSMUSG00000045395	PF13853
ENSMUSG00000047466	PF15303
ENSMUSG00000054526	PF13853
ENSMUSG00000002341	PF00084
ENSMUSG00000002341	PF00008
ENSMUSG00000002341	PF00059
ENSMUSG00000002341	PF07686
ENSMUSG00000002341	PF00193
ENSMUSG00000029027	PF09230
ENSMUSG00000029027	PF02017
ENSMUSG00000026094	PF00069
ENSMUSG00000057270	PF13853
ENSMUSG00000021111	PF04926
ENSMUSG00000021111	PF04928
ENSMUSG00000021111	PF01909
ENSMUSG00000056858	PF13853
ENSMUSG00000059105	PF13853
ENSMUSG00000074139	PF03803
ENSMUSG00000031202	PF00071
ENSMUSG00000025395	PF01896
ENSMUSG00000062314	PF13853
ENSMUSG00000030309	PF18293
ENSMUSG00000030309	PF00386
ENSMUSG00000030309	PF12287
ENSMUSG00000032011	PF00047
ENSMUSG00000019232	PF00202
ENSMUSG00000059316	PF13193
ENSMUSG00000059316	PF00501
ENSMUSG00000111409	PF13920
ENSMUSG00000042506	PF00443
ENSMUSG00000042506	PF02148
ENSMUSG00000029776	PF14833
ENSMUSG00000029776	PF03446
ENSMUSG00000036120	PF13606
ENSMUSG00000036120	PF12796
ENSMUSG00000061315	PF01849
ENSMUSG00000061315	PF19026
ENSMUSG00000041084	PF04756
ENSMUSG00000027088	PF06888
ENSMUSG00000032377	PF03803
ENSMUSG00000044167	PF16675
ENSMUSG00000044167	PF16676
ENSMUSG00000044167	PF00250
ENSMUSG00000004535	PF07888
ENSMUSG00000004535	PF18112
ENSMUSG00000004535	PF17751
ENSMUSG00000002345	PF10167
ENSMUSG00000028072	PF13855
ENSMUSG00000028072	PF16920
ENSMUSG00000028072	PF07714
ENSMUSG00000026341	PF00022
ENSMUSG00000029028	PF13855
ENSMUSG00000029028	PF03483
ENSMUSG00000069020	PF09138
ENSMUSG00000031353	PF00400
ENSMUSG00000031353	PF12265
ENSMUSG00000019878	PF00447
ENSMUSG00000019878	PF06546
ENSMUSG00000028098	PF13639
ENSMUSG00000021493	PF00595
ENSMUSG00000021493	PF00412
ENSMUSG00000025225	PF16179
ENSMUSG00000025225	PF12796
ENSMUSG00000025225	PF00531
ENSMUSG00000025225	PF00554
ENSMUSG00000033653	PF12816
ENSMUSG00000042364	PF00787
ENSMUSG00000042364	PF14604
ENSMUSG00000042364	PF10456
ENSMUSG00000051456	PF00011
ENSMUSG00000039985	PF15396
ENSMUSG00000032591	PF00089
ENSMUSG00000032591	PF00024
ENSMUSG00000032591	PF00051
ENSMUSG00000025571	PF12938
ENSMUSG00000025571	PF10427
ENSMUSG00000025571	PF16608
ENSMUSG00000004558	PF03096
ENSMUSG00000071072	PF04969
ENSMUSG00000038304	PF07686
ENSMUSG00000035711	PF02174
ENSMUSG00000042282	PF07714
ENSMUSG00000042282	PF01094
ENSMUSG00000042282	PF00211
ENSMUSG00000060716	PF00784
ENSMUSG00000060716	PF00373
ENSMUSG00000060716	PF00169
ENSMUSG00000042348	PF00025
ENSMUSG00000079658	PF03931
ENSMUSG00000021120	PF10181
ENSMUSG00000019877	PF03348
ENSMUSG00000062006	PF01199
ENSMUSG00000021998	PF13499
ENSMUSG00000021998	PF00307
ENSMUSG00000025428	PF02874
ENSMUSG00000025428	PF00306
ENSMUSG00000025428	PF00006
ENSMUSG00000021125	PF00491
ENSMUSG00000037552	PF00169
ENSMUSG00000037552	PF00621
ENSMUSG00000024642	PF00400
ENSMUSG00000024642	PF03920
ENSMUSG00000042271	PF02136
ENSMUSG00000043391	PF15823
ENSMUSG00000021124	PF05008
ENSMUSG00000021124	PF12352
ENSMUSG00000057615	PF16297
ENSMUSG00000025429	PF00611
ENSMUSG00000022853	PF02737
ENSMUSG00000022853	PF00725
ENSMUSG00000022853	PF00378
ENSMUSG00000032374	PF03171
ENSMUSG00000030352	PF00335
ENSMUSG00000010803	PF02931
ENSMUSG00000010803	PF02932
ENSMUSG00000028718	PF15253
ENSMUSG00000005640	PF07714
ENSMUSG00000005640	PF00757
ENSMUSG00000005640	PF01030
ENSMUSG00000091539	PF03402
ENSMUSG00000044786	PF00642
ENSMUSG00000026342	PF00892
ENSMUSG00000038533	PF07531
ENSMUSG00000038533	PF01753
ENSMUSG00000038533	PF08788
ENSMUSG00000078350	PF15875
ENSMUSG00000003444	PF11568
ENSMUSG00000058173	PF15012
ENSMUSG00000025940	PF06979
ENSMUSG00000024640	PF00266
ENSMUSG00000066441	PF00106
ENSMUSG00000019888	PF04666
ENSMUSG00000045414	PF12260
ENSMUSG00000054753	PF13906
ENSMUSG00000054753	PF13520
ENSMUSG00000042155	PF07707
ENSMUSG00000042155	PF01344
ENSMUSG00000042155	PF00651
ENSMUSG00000023008	PF06371
ENSMUSG00000023008	PF02181
ENSMUSG00000023008	PF06367
ENSMUSG00000019102	PF00171
ENSMUSG00000026343	PF00001
ENSMUSG00000028071	PF00017
ENSMUSG00000078817	PF17776
ENSMUSG00000078817	PF14484
ENSMUSG00000078817	PF05729
ENSMUSG00000078817	PF17779
ENSMUSG00000078817	PF13516
ENSMUSG00000078817	PF02758
ENSMUSG00000021123	PF00106
ENSMUSG00000008813	PF05517
ENSMUSG00000041491	PF13516
ENSMUSG00000068392	PF00074
ENSMUSG00000025393	PF00006
ENSMUSG00000025393	PF02874
ENSMUSG00000004895	PF10253
ENSMUSG00000031156	PF04142
ENSMUSG00000021999	PF02244
ENSMUSG00000021999	PF00246
ENSMUSG00000028717	PF00010
ENSMUSG00000003437	PF03985
ENSMUSG00000030313	PF01477
ENSMUSG00000030313	PF02141
ENSMUSG00000030313	PF02759
ENSMUSG00000030313	PF03456
ENSMUSG00000030313	PF03455
ENSMUSG00000004897	PF00855
ENSMUSG00000039473	PF08729
ENSMUSG00000039473	PF14075
ENSMUSG00000025779	PF02221
ENSMUSG00000039787	PF01755
ENSMUSG00000039787	PF13704
ENSMUSG00000019890	PF07421
ENSMUSG00000045330	PF01454
ENSMUSG00000068566	PF01284
ENSMUSG00000038298	PF00595
ENSMUSG00000022000	PF00642
ENSMUSG00000020428	PF02932
ENSMUSG00000020428	PF02931
ENSMUSG00000091722	PF03145
ENSMUSG00000028716	PF15807
ENSMUSG00000034913	PF14645
ENSMUSG00000036602	PF03826
ENSMUSG00000036602	PF00046
ENSMUSG00000032590	PF00326
ENSMUSG00000032590	PF19283
ENSMUSG00000037126	PF15410
ENSMUSG00000037126	PF01369
ENSMUSG00000039457	PF17902
ENSMUSG00000042686	PF02493
ENSMUSG00000022002	PF14977
ENSMUSG00000053007	PF00170
ENSMUSG00000049550	PF01302
ENSMUSG00000049550	PF16641
ENSMUSG00000048264	PF00501
ENSMUSG00000048264	PF06464
ENSMUSG00000047155	PF00067
ENSMUSG00000091712	PF04707
ENSMUSG00000091712	PF03765
ENSMUSG00000091712	PF00650
ENSMUSG00000036712	PF01302
ENSMUSG00000036712	PF00443
ENSMUSG00000036712	PF16607
ENSMUSG00000083138	PF00067
ENSMUSG00000021764	PF04800
ENSMUSG00000025777	PF13417
ENSMUSG00000025777	PF13410
ENSMUSG00000031129	PF00999
ENSMUSG00000028096	PF12537
ENSMUSG00000028096	PF12430
ENSMUSG00000033350	PF00685
ENSMUSG00000033618	PF07714
ENSMUSG00000049672	PF00651
ENSMUSG00000049672	PF00096
ENSMUSG00000066071	PF00067
ENSMUSG00000024639	PF00503
ENSMUSG00000038344	PF09728
ENSMUSG00000031665	PF00096
ENSMUSG00000031665	PF12874
ENSMUSG00000025226	PF13516
ENSMUSG00000025226	PF00646
ENSMUSG00000078597	PF00067
ENSMUSG00000022856	PF09335
ENSMUSG00000066406	PF00621
ENSMUSG00000066406	PF17838
ENSMUSG00000032589	PF05715
ENSMUSG00000043668	PF00505
ENSMUSG00000019876	PF02827
ENSMUSG00000084346	PF00067
ENSMUSG00000023010	PF01027
ENSMUSG00000024697	PF00503
ENSMUSG00000019710	PF00467
ENSMUSG00000019710	PF17136
ENSMUSG00000031357	PF03909
ENSMUSG00000021494	PF00270
ENSMUSG00000021494	PF00271
ENSMUSG00000028715	PF00067
ENSMUSG00000057123	PF00029
ENSMUSG00000057123	PF16791
ENSMUSG00000030353	PF17725
ENSMUSG00000030353	PF01285
ENSMUSG00000021115	PF00069
ENSMUSG00000031179	PF01454
ENSMUSG00000023143	PF09992
ENSMUSG00000043496	PF13855
ENSMUSG00000043496	PF01463
ENSMUSG00000046699	PF13855
ENSMUSG00000039977	PF17045
ENSMUSG00000023009	PF15246
ENSMUSG00000109336	PF00536
ENSMUSG00000051669	PF15882
ENSMUSG00000037525	PF06859
ENSMUSG00000031181	PF09341
ENSMUSG00000021765	PF07648
ENSMUSG00000021765	PF09289
ENSMUSG00000039543	PF13181
ENSMUSG00000036790	PF13855
ENSMUSG00000039958	PF06325
ENSMUSG00000066072	PF00067
ENSMUSG00000039952	PF05454
ENSMUSG00000039952	PF18424
ENSMUSG00000039427	PF00534
ENSMUSG00000019892	PF13855
ENSMUSG00000019892	PF00612
ENSMUSG00000079033	PF00319
ENSMUSG00000001521	PF16322
ENSMUSG00000001521	PF01167
ENSMUSG00000028712	PF00067
ENSMUSG00000021495	PF15914
ENSMUSG00000019874	PF00061
ENSMUSG00000043885	PF01490
ENSMUSG00000034893	PF04136
ENSMUSG00000063929	PF00067
ENSMUSG00000050901	PF00001
ENSMUSG00000019872	PF00149
ENSMUSG00000019872	PF19272
ENSMUSG00000068250	PF13516
ENSMUSG00000023011	PF01027
ENSMUSG00000058537	PF00046
ENSMUSG00000058569	PF01105
ENSMUSG00000042807	PF00632
ENSMUSG00000042807	PF00168
ENSMUSG00000042807	PF16562
ENSMUSG00000042807	PF18436
ENSMUSG00000042807	PF00397
ENSMUSG00000031157	PF00397
ENSMUSG00000023013	PF00230
ENSMUSG00000027742	PF06419
ENSMUSG00000022003	PF00153
ENSMUSG00000048668	PF15319
ENSMUSG00000066440	PF01363
ENSMUSG00000019894	PF00209
ENSMUSG00000044217	PF00230
ENSMUSG00000075046	PF00046
ENSMUSG00000067780	PF00188
ENSMUSG00000049908	PF03509
ENSMUSG00000049908	PF00029
ENSMUSG00000075045	PF00046
ENSMUSG00000060126	PF00838
ENSMUSG00000043144	PF00230
ENSMUSG00000025227	PF13347
ENSMUSG00000034832	PF12851
ENSMUSG00000048332	PF10242
ENSMUSG00000028713	PF00067
ENSMUSG00000031024	PF03456
ENSMUSG00000031024	PF02141
ENSMUSG00000031024	PF03455
ENSMUSG00000005672	PF00047
ENSMUSG00000005672	PF07714
ENSMUSG00000067995	PF17683
ENSMUSG00000067995	PF02270
ENSMUSG00000046523	PF02214
ENSMUSG00000046523	PF19323
ENSMUSG00000044626	PF00151
ENSMUSG00000025228	PF00022
ENSMUSG00000022008	PF12572
ENSMUSG00000036019	PF13432
ENSMUSG00000036019	PF13181
ENSMUSG00000036019	PF08409
ENSMUSG00000036019	PF13424
ENSMUSG00000036019	PF00515
ENSMUSG00000025776	PF00188
ENSMUSG00000025776	PF03815
