YBR024W	PF02630
YGL163C	PF00271
YGL163C	PF08658
YJR035W	PF00176
YJR035W	PF00271
YPL194W	PF04139
YBR196C	PF00342
YMR071C	PF10233
YOR236W	PF00186
YDL203C	PF08238
YDL084W	PF00270
YDL084W	PF00271
YOR042W	PF02845
YBL051C	PF00076
YLR447C	PF01992
YER019C-A	PF03911
YML004C	PF00903
YAL002W	PF12816
YLR412W	PF07985
YOR246C	PF00106
YKL184W	PF00278
YKL184W	PF02784
YNL283C	PF01822
YBR006W	PF00171
YLR018C	PF08058
YLR344W	PF00467
YLR344W	PF16906
YPR047W	PF01409
YPR047W	PF03147
YDR472W	PF04051
YDL030W	PF11931
YDL030W	PF12171
YDL030W	PF16837
YDL030W	PF16958
YGL209W	PF00096
YOR056C	PF08772
YOR056C	PF17146
YKL019W	PF01239
YML043C	PF04090
YOL075C	PF00005
YOL075C	PF01061
YOL075C	PF19055
YDR107C	PF02990
YHR156C	PF02213
YPL252C	PF00111
YKR039W	PF00324
YOR101W	PF00071
YHR077C	PF02854
YHR077C	PF04050
YGR123C	PF00149
YGR123C	PF08321
YNL202W	PF13561
YNL064C	PF00226
YNL064C	PF00684
YNL064C	PF01556
YOL141W	PF04072
YOL141W	PF13418
YDL127W	PF00134
YDR237W	PF00281
YDR237W	PF00673
YER101C	PF08240
YER101C	PF13602
YHR144C	PF00383
YBR102C	PF08700
YBR102C	PF16528
YNL197C	PF00076
YOR125C	PF03232
YOR022C	PF02862
YKR043C	PF00300
YJR062C	PF00795
YLR240W	PF00454
YLR240W	PF00613
YLR240W	PF00792
YDR321W	PF00710
YDR321W	PF17763
YGL191W	PF02046
YNL181W	PF00106
YOR071C	PF02133
YGR192C	PF00044
YGR192C	PF02800
YHR012W	PF12850
YHR037W	PF00171
YER044C-A	PF13971
YPR116W	PF17068
YBL075C	PF00012
YKL055C	PF00106
YHR218W-A	PF00271
YOR011W	PF00005
YOR011W	PF01061
YOR011W	PF06422
YOR011W	PF19055
YKL144C	PF03876
YKL144C	PF08292
YPR043W	PF01780
YJL025W	PF11781
YPL023C	PF02219
YLR291C	PF01008
YPL281C	PF00113
YPL281C	PF03952
YOL164W	PF00753
YOL164W	PF14863
YOL164W	PF14864
YGR256W	PF00393
YGR256W	PF03446
YHR068W	PF01916
YDL168W	PF00107
YDL168W	PF08240
YPL190C	PF00076
YKL160W	PF05129
YKL011C	PF09159
YPL113C	PF02826
YGR063C	PF06093
YDR300C	PF00696
YDR300C	PF01472
YJR116W	PF03798
YDL085W	PF07992
YLR450W	PF00368
YLR450W	PF12349
YLR450W	PF13323
YGR169C	PF00849
YPL029W	PF00271
YPL029W	PF12513
YLR021W	PF10448
YJL180C	PF07542
YOR149C	PF03901
YJL039C	PF11894
YKL142W	PF07957
YMR311C	PF04979
YBL024W	PF01189
YJL112W	PF00400
YJL112W	PF11542
YDL156W	PF00400
YJL068C	PF00756
YDL228C	PF10712
YDL239C	PF11778
YCR087C-A	PF08790
YOR172W	PF00172
YBR103W	PF00400
YBR103W	PF08513
YBR103W	PF12894
YOL143C	PF00885
YFL041W	PF00394
YFL041W	PF07731
YFL041W	PF07732
YBL072C	PF01201
YER067W	PF10843
YOR049C	PF04479
YJR033C	PF12234
YBR282W	PF09809
YKL167C	PF05047
YCR018C	PF00320
YBR288C	PF00928
YPR137W	PF00400
YLR203C	PF13824
YPL219W	PF08613
YNL252C	PF11788
YDR171W	PF00011
YDR364C	PF00400
YMR250W	PF00282
YJR010C-A	PF06645
YDL177C	PF01205
YKL218C	PF00291
YCL031C	PF12923
YCL031C	PF17799
YLR384C	PF04762
YNL108C	PF00300
YPR132W	PF00164
YOR141C	PF00022
YGR282C	PF00332
YOL112W	PF00566
YPR018W	PF12253
YLL011W	PF00400
YLL011W	PF04158
YGR238C	PF13415
YGR238C	PF13418
YGR238C	PF13854
YOR228C	PF07950
YML048W	PF11055
YOR388C	PF00389
YOR388C	PF02826
YFR040W	PF04499
YIL120W	PF07690
YKR053C	PF01569
YBR001C	PF01204
YBR001C	PF07492
YDL150W	PF05132
YDR351W	PF17076
YNL216W	PF00249
YNL216W	PF09197
YNL216W	PF11626
YNL216W	PF16589
YLR133W	PF01633
YLR133W	PF04428
YPL105C	PF02213
YDR335W	PF19273
YOR046C	PF00270
YOR046C	PF00271
YOR286W	PF00581
YKR069W	PF00590
YGR047C	PF13174
YGR047C	PF13181
YGR047C	PF13432
YKR059W	PF00270
YKR059W	PF00271
YMR289W	PF01063
YAL036C	PF01926
YAL036C	PF02824
YAL036C	PF16897
YER009W	PF02136
YBR202W	PF00493
YBR202W	PF14551
YBR202W	PF17207
YBR202W	PF17855
YGR216C	PF05024
YLL010C	PF03031
YNL088W	PF00204
YNL088W	PF00521
YNL088W	PF01751
YNL088W	PF02518
YNL088W	PF16898
YLR260W	PF00781
YIL053W	PF13419
YBR004C	PF04188
YCL016C	PF09724
YNL130C	PF01066
YMR287C	PF00773
YNL153C	PF01920
YEL019C	PF11789
YDR359C	PF07529
YDR359C	PF13921
YFL016C	PF00226
YFL016C	PF00684
YFL016C	PF01556
YLR151C	PF00293
YHL019C	PF00928
YDR371W	PF00704
YBR295W	PF00122
YBR295W	PF00702
YNL186W	PF00443
YLR249W	PF00005
YLR249W	PF17947
YER096W	PF08238
YER017C	PF00004
YER017C	PF01434
YER017C	PF06480
YER017C	PF17862
YFL058W	PF09084
YML042W	PF00755
YFL030W	PF00266
YGR046W	PF09139
YGR099W	PF10193
YKR016W	PF09731
YNR056C	PF13520
YPL043W	PF00076
YPR190C	PF05645
YPR190C	PF08221
YLR388W	PF00253
YDL003W	PF04824
YDL003W	PF04825
YMR217W	PF00117
YMR217W	PF00958
YMR217W	PF02540
YLL057C	PF02668
YDR507C	PF00069
YDR507C	PF16797
YJR077C	PF00153
YGL261C	PF00660
YOR302W	PF08252
YFL029C	PF00069
YOR224C	PF03870
YOL146W	PF05916
YKR021W	PF02752
YBR130C	PF17078
YJL066C	PF17234
YHR076W	PF07228
YMR085W	PF01380
YDL018C	PF01105
YDR218C	PF00735
YGL122C	PF11517
YGL122C	PF14608
YGL122C	PF18260
YML121W	PF04670
YLR399C	PF00439
YLR399C	PF17035
YJR031C	PF01369
YJR031C	PF12783
YOR095C	PF06026
YNL023C	PF01422
YNL023C	PF01424
YJL183W	PF05637
YGR036C	PF01569
YGR147C	PF06916
YGL011C	PF00227
YGL011C	PF10584
YKR070W	PF13242
YKR070W	PF13344
YNL332W	PF09084
YNR065C	PF15901
YNR065C	PF15902
YLR335W	PF00638
YLR335W	PF08911
YDR379C-A	PF05347
YLR120C	PF00026
YEL069C	PF00083
YLR397C	PF00004
YLR397C	PF17862
YLR097C	PF19270
YHR018C	PF00206
YHR018C	PF14698
YNL107W	PF03366
YAR014C	PF00018
YOL089C	PF00172
YOL089C	PF04082
YJL034W	PF00012
YOR171C	PF00781
YLR410W	PF00328
YLR410W	PF08443
YLR410W	PF18086
YJR142W	PF00293
YJR142W	PF15916
YOL098C	PF00675
YOL098C	PF05193
YDL148C	PF04147
YDR152W	PF05773
YMR001C	PF00069
YMR001C	PF00659
YMR315W	PF01408
YMR315W	PF02894
YOR089C	PF00071
YMR218C	PF12584
YCR089W	PF13928
YDR270W	PF00122
YDR270W	PF00403
YDR270W	PF00702
YDL207W	PF07817
YKL082C	PF04935
YKL082C	PF15459
YHL007C	PF00069
YHL007C	PF00786
YDR374C	PF04146
YNR029C	PF02492
YNR029C	PF07683
YGR145W	PF08159
YDL025C	PF00069
YLR287C	PF13324
YBR205W	PF01793
YJL044C	PF00566
YNL012W	PF01735
YHR115C	PF00498
YHR115C	PF17123
YJR103W	PF00117
YJR103W	PF06418
YDR058C	PF02089
YEL071W	PF01565
YEL071W	PF02913
YIR023W	PF00172
YIR023W	PF04082
YER180C-A	PF10224
YIL029C	PF15701
YJR112W	PF03980
YOL078W	PF16978
YOL078W	PF16979
YJL129C	PF02386
YPR030W	PF02752
YGL185C	PF02826
YGL060W	PF08568
YIL076W	PF04733
YOL148C	PF12090
YPL138C	PF00628
YBR109C	PF13499
YDR164C	PF00995
YDR092W	PF00179
YHR043C	PF13419
YMR174C	PF10466
YBR161W	PF04488
YPR201W	PF01758
YDR099W	PF00244
YDL047W	PF00149
YDL190C	PF04564
YDL190C	PF10408
YPR186C	PF00096
YPR186C	PF13894
YLR205C	PF01126
YOR278W	PF02602
YCR003W	PF01783
YLR360W	PF17649
YIL008W	PF09138
YDR525W-A	PF01679
YNL256W	PF00809
YNL256W	PF01288
YNL256W	PF02152
YKL138C-A	PF08227
YDR012W	PF00573
YDR012W	PF14374
YHL035C	PF00005
YHL035C	PF00664
YJL200C	PF00330
YJL200C	PF00694
YJR136C	PF10521
YGL066W	PF08313
YGL066W	PF18508
YDL236W	PF13242
YDL236W	PF13344
YNL318C	PF00083
YAL009W	PF03907
YOL022C	PF04194
YLR245C	PF00383
YOR079C	PF02535
YNL240C	PF02906
YLR241W	PF02714
YLR241W	PF13967
YLR241W	PF14703
YBR166C	PF02153
YPR104C	PF00250
YPR104C	PF00498
YDR087C	PF05997
YJR050W	PF06246
YJR112W-A	PF04892
YOR091W	PF16543
YGL212W	PF00787
YFL039C	PF00022
YHL017W	PF06814
YFR003C	PF07491
YML047C	PF16944
YOL051W	PF05397
YOL051W	PF16987
YOL051W	PF18535
YAL028W	PF13694
YLR328W	PF01467
YGR215W	PF08293
YAL015C	PF00633
YAL015C	PF00730
YDR342C	PF00083
YGR231C	PF01145
YOR307C	PF03151
YER154W	PF02096
YML079W	PF06172
YPL085W	PF12931
YPL085W	PF12932
YPL085W	PF12935
YPL122C	PF03849
YPL122C	PF18307
YOL165C	PF00248
YCL055W	PF05063
YML052W	PF06687
YBR132C	PF00324
YLR011W	PF03358
YER127W	PF04000
YAL032C	PF02731
YBR153W	PF01872
YLR188W	PF00005
YLR188W	PF00664
YER063W	PF02037
YER063W	PF18592
YHR063C	PF02558
YHR063C	PF08546
YGR100W	PF00566
YGR100W	PF02893
YGR020C	PF01990
YJR051W	PF00890
YGR275W	PF09510
YJR125C	PF01417
YAL020C	PF00415
YLR312W-A	PF14622
YOR222W	PF00153
YMR193W	PF00830
YPR109W	PF08508
YPL053C	PF01793
YFR030W	PF00175
YFR030W	PF00667
YLR207W	PF08238
YKL150W	PF00175
YKL150W	PF00970
YBR005W	PF12273
YNL335W	PF01966
YGR243W	PF03650
YJL024C	PF01217
YGR240C	PF00365
YGR240C	PF18468
YML025C	PF00573
YBR106W	PF10032
YFL053W	PF02733
YFL053W	PF02734
YGR104C	PF09637
YDL085C-A	PF04419
YDL103C	PF01704
YGL056C	PF00571
YHR102W	PF00069
YJL212C	PF03169
YOR259C	PF00004
YOR259C	PF16450
YOR259C	PF17862
YOL006C	PF01028
YOL006C	PF02919
YOL006C	PF14370
YJR061W	PF04991
YML106W	PF00156
YHL010C	PF02148
YHL010C	PF07576
YHL010C	PF13639
YJL001W	PF00227
YDL055C	PF00132
YDL055C	PF00483
YGL233W	PF04091
YPL237W	PF01873
YBR210W	PF03311
YER098W	PF00443
YPL031C	PF00069
YNL005C	PF01016
YNL005C	PF18471
YDR510W	PF11976
YIL085C	PF01793
YOR217W	PF00004
YOR217W	PF00533
YOR217W	PF08519
YNR014W	PF15700
YBR301W	PF00660
YPR036W	PF03224
YPR036W	PF11698
YBR076W	PF14616
YML014W	PF08241
YDR332W	PF00271
YDR332W	PF04851
YMR197C	PF05008
YMR197C	PF12352
YLR372W	PF01151
YML015C	PF04719
YNL129W	PF00485
YOR340C	PF03876
YOR340C	PF17875
YOR179C	PF11718
YOR150W	PF00572
YER066W	PF00400
YJR066W	PF00454
YJR066W	PF02259
YJR066W	PF02260
YJR066W	PF08771
YJR066W	PF11865
YLR452C	PF00610
YLR452C	PF00615
YKL151C	PF01256
YOR184W	PF00266
YBR084C-A	PF01280
YAL008W	PF04930
YML109W	PF08632
YDR035W	PF00793
YAL035W	PF00009
YAL035W	PF03144
YAL035W	PF11987
YMR178W	PF00994
YOR127W	PF00412
YOR127W	PF00620
YGL099W	PF01926
YML016C	PF00149
YML016C	PF16891
YML096W	PF00733
YML096W	PF13537
YGL123W	PF00333
YGL123W	PF03719
YOL087C	PF11816
YOR210W	PF01194
YGL059W	PF10436
YBR272C	PF18794
YBR272C	PF18795
YKR088C	PF09335
YIL027C	PF10270
YHR176W	PF00743
YHR087W	PF01172
YIL018W	PF00181
YIL018W	PF03947
YDR033W	PF01036
YNL142W	PF00909
YNL262W	PF00136
YNL262W	PF03104
YNL262W	PF08490
YLR262C-A	PF09072
YKR031C	PF00614
YIL063C	PF00638
YHR116W	PF06747
YPL262W	PF00206
YPL262W	PF10415
YOR393W	PF00113
YOR393W	PF03952
YKL095W	PF04502
YDL090C	PF00432
YOR161C	PF04515
YDL219W	PF02580
YDR506C	PF00394
YDR506C	PF07731
YDR506C	PF07732
YNL232W	PF10447
YNL110C	PF00076
YDR393W	PF05546
YPR073C	PF01451
YHR121W	PF09793
Q0130	PF00137
YKL067W	PF00334
YPL221W	PF06011
YPL221W	PF14558
YBR250W	PF00339
YKL178C	PF02076
YJR106W	PF01699
YDL153C	PF09368
YJL162C	PF00226
YBR263W	PF00464
YDR137W	PF08737
YMR028W	PF04177
YGL183C	PF03962
YGL183C	PF18517
YHR171W	PF00899
YHR171W	PF16420
YNR031C	PF00069
YBR228W	PF01541
YJR036C	PF00632
YDR532C	PF17097
YBL033C	PF00925
YLR239C	PF03099
YKL020C	PF01833
YKL020C	PF12796
YDL159W	PF00069
YNR076W	PF00660
YNR072W	PF00083
YDR289C	PF04818
YOR167C	PF01200
YDL014W	PF01269
YJL168C	PF00856
YJL168C	PF08236
YJL168C	PF17907
YJL168C	PF18507
YPR131C	PF00583
YPR125W	PF07766
YMR313C	PF01734
YMR313C	PF11815
YBR167C	PF12328
YFL010C	PF00397
YMR155W	PF06813
YAL068W-A	PF04318
YDR177W	PF00179
YDR177W	PF09288
YGR246C	PF00382
YGR246C	PF07741
YGR246C	PF08271
YDL087C	PF03194
YFR031C-A	PF00181
YFR031C-A	PF03947
YLR318W	PF12009
YLR376C	PF16836
YBR162C	PF10287
YBR162C	PF10290
YER157W	PF04136
YBR290W	PF10176
YOR262W	PF03029
YCR091W	PF00069
YLR142W	PF01619
YLR105C	PF01974
YKL219W	PF00674
YBR222C	PF00501
YBR222C	PF13193
YDR518W	PF00085
YDR518W	PF13848
YMR309C	PF01399
YMR309C	PF05470
YDR256C	PF00199
YDR256C	PF06628
YGR170W	PF00168
YGR170W	PF02666
YOR197W	PF00656
YJL036W	PF00787
YBR220C	PF13000
YMR104C	PF00069
YMR104C	PF00433
YDR404C	PF00575
YDR404C	PF03876
YER022W	PF10156
YHR179W	PF00724
YBR204C	PF00561
YDL106C	PF00046
YGL247W	PF10104
YHR034C	PF08190
YHR034C	PF18482
YOL105C	PF01822
YOL135C	PF05983
YBR254C	PF04628
YKR055W	PF00071
YJR004C	PF11766
YPR062W	PF00383
YNL321W	PF01699
YNL321W	PF03733
YBR302C	PF00674
YOR094W	PF00025
YJL127C	PF00583
YJL127C	PF09337
YGR003W	PF00888
YGR003W	PF10557
YOR312C	PF01775
YGR158C	PF01138
YLL042C	PF03987
YGR052W	PF00069
YOR067C	PF03155
YNL066W	PF03856
YPR071W	PF15701
YJL167W	PF00348
YPR008W	PF00649
YKL216W	PF01180
YCR008W	PF00069
YHR174W	PF00113
YHR174W	PF03952
YGR209C	PF00085
YKR084C	PF00009
YKR084C	PF08938
YGR004W	PF06398
YCL035C	PF00462
YIL075C	PF01851
YIL075C	PF13646
YIL075C	PF18004
YMR303C	PF00107
YMR303C	PF08240
YBR192W	PF00153
YJR109C	PF02142
YJR109C	PF02786
YJR109C	PF02787
YPL024W	PF08585
YCL030C	PF00815
YCL030C	PF01502
YCL030C	PF01503
YKR036C	PF00400
YKR036C	PF11615
YER060W	PF02133
YBL057C	PF01981
YNL173C	PF16561
YOR339C	PF00179
YNL253W	PF00400
YCL033C	PF01641
YGL242C	PF12796
YBR029C	PF01148
YJL085W	PF03081
YLR121C	PF00026
YJL055W	PF03641
YGR146C	PF12855
YBR175W	PF00400
YCL044C	PF08602
YIR042C	PF13302
YKR090W	PF00412
YOR293W	PF03501
YER133W	PF00149
YER133W	PF16891
YAL005C	PF00012
YCR057C	PF00400
YCR057C	PF04003
YHR177W	PF09729
YMR253C	PF00892
YNL209W	PF00012
YIR025W	PF05841
YJL090C	PF00533
YJL090C	PF12738
YJL090C	PF16589
YBL016W	PF00069
YDR247W	PF00069
YBR061C	PF01728
YBR280C	PF13540
YMR088C	PF07690
YCR072C	PF00400
YCR072C	PF08154
Q0115	PF00033
Q0115	PF00961
YGL180W	PF00069
YGL180W	PF12063
YLR340W	PF00428
YLR340W	PF00466
YLR340W	PF17777
YBR082C	PF00179
YEL017C-A	PF08114
YMR009W	PF03079
YJL099W	PF09295
YMR114C	PF02586
YGL089C	PF04648
YGL089C	PF05436
YPR196W	PF00172
YLR413W	PF06687
YLR274W	PF00493
YLR274W	PF14551
YLR274W	PF17207
YLR274W	PF17855
YCL008C	PF05743
YCL008C	PF09454
YLR083C	PF02990
YGR289C	PF00083
YCR053W	PF00291
YCR053W	PF14821
YLR106C	PF07728
YLR106C	PF17865
YLR106C	PF17867
YEL003W	PF01920
YLR364W	PF00462
YGR244C	PF00549
YGR244C	PF08442
YMR242C	PF01775
YFL020C	PF00660
YGL047W	PF04101
YDL114W	PF00106
YMR239C	PF00035
YMR239C	PF00636
YMR239C	PF18497
YFL023W	PF02996
YFL023W	PF12927
YOR261C	PF01398
YOR261C	PF13012
YKL168C	PF00069
YIR026C	PF00782
YOR306C	PF07690
YPL075W	PF12550
YLR109W	PF08534
YAL059W	PF09135
YPR089W	PF01843
YMR076C	PF12717
YOL031C	PF16782
YCL057C-A	PF04418
YGL038C	PF04488
YDR135C	PF00005
YDR135C	PF00664
YBL026W	PF01423
YPR028W	PF03134
YOR054C	PF02441
YBL040C	PF00810
YKR071C	PF05093
YKR071C	PF16803
YOR322C	PF13002
YER169W	PF00096
YER169W	PF02373
YER169W	PF02375
YML080W	PF01207
YMR194C-B	PF08991
YLR307W	PF01522
YGL061C	PF08651
YGR083C	PF01008
YPL103C	PF12706
YMR058W	PF00394
YMR058W	PF07731
YMR058W	PF07732
YAL067C	PF07690
YMR295C	PF10295
YOL156W	PF00083
YGR127W	PF05742
YER078C	PF00557
YER078C	PF05195
YDL208W	PF01248
YPR042C	PF00076
YPR042C	PF00806
YOL145C	PF13176
YOL145C	PF13181
YMR182C	PF00096
YLR418C	PF05179
YNL014W	PF00005
YNL014W	PF17947
YDR543C	PF04318
YOR081C	PF01734
YOR081C	PF11815
YLR398C	PF00270
YLR398C	PF00271
YLR398C	PF08148
YLR398C	PF13234
YLR398C	PF17911
YAL054C	PF00501
YAL054C	PF13193
YAL054C	PF16177
YDR295C	PF11496
YPL013C	PF00886
YDL005C	PF11214
YDR207C	PF00172
YFR023W	PF00076
YER171W	PF06733
YER171W	PF06777
YER171W	PF13307
YJL190C	PF00410
YPL178W	PF00076
YOR267C	PF00069
YML097C	PF02204
YML097C	PF02845
YML097C	PF18151
YFL034C-B	PF03637
YJR110W	PF06602
YHR099W	PF00454
YHR099W	PF02259
YHL023C	PF03666
YER048W-A	PF05347
YEL075C	PF11603
YKL109W	PF10297
YLR195C	PF01233
YLR195C	PF02799
YJR001W	PF01490
YDR222W	PF08622
YDR222W	PF17187
YLR223C	PF10380
YGR241C	PF07651
YKR105C	PF07690
YJL192C	PF17081
YDR311W	PF03909
YDR311W	PF08567
YGR007W	PF01467
YPL193W	PF10453
YLR006C	PF00072
YHR188C	PF04113
YNL267W	PF00454
YNL267W	PF11522
YDR044W	PF01218
YNL154C	PF00069
YBR296C	PF01384
YFL055W	PF00324
YDL209C	PF00076
YDL209C	PF16131
YPL165C	PF00856
YBR089C-A	PF00505
YPR145W	PF00733
YPR145W	PF13537
YOR358W	PF00125
YGR057C	PF11704
YOR153W	PF00005
YOR153W	PF01061
YOR153W	PF06422
YOR153W	PF14510
YOR153W	PF19055
YLR270W	PF05652
YLR270W	PF11969
YPL038W	PF00096
YOR245C	PF03982
YLR290C	PF01370
YLR438W	PF00202
YJR152W	PF07690
YGL263W	PF00674
YJL072C	PF05916
YJR056C	PF15251
YLR389C	PF00675
YLR389C	PF05193
YLR389C	PF16187
YFL002C	PF00270
YFL002C	PF00271
YFL002C	PF13959
YNL238W	PF00082
YNL238W	PF01483
YMR068W	PF00023
YMR068W	PF13637
YPR185W	PF10033
YBL081W	PF17298
YKL196C	PF00957
YKL196C	PF13774
YBL041W	PF00227
YLR361C	PF00149
YDL212W	PF08229
YCL032W	PF00788
YCL032W	PF09235
YPL167C	PF00136
YPL167C	PF03104
YPL167C	PF14260
YKL188C	PF00005
YKL188C	PF06472
YNL183C	PF00069
YPL032C	PF08546
YDR142C	PF00400
YDR267C	PF00400
YMR060C	PF10568
YMR060C	PF11801
YGR214W	PF00318
YER129W	PF00069
YKR026C	PF01008
YGR095C	PF01138
YGR095C	PF03725
YDR047W	PF01208
YER015W	PF00501
YNR047W	PF00069
YLR019W	PF03031
YLR209C	PF01048
YLR438C-A	PF01423
YMR117C	PF08286
YBR011C	PF00719
YDR069C	PF00443
YDR069C	PF00581
YLR314C	PF00735
YDR503C	PF01569
YJR137C	PF00258
YJR137C	PF01077
YJR137C	PF03460
YNL093W	PF00071
YCR039C	PF00046
YDR080W	PF00637
YPL074W	PF00004
YPL074W	PF09336
YPL074W	PF17862
YJL054W	PF11711
YPL065W	PF03997
YOR226C	PF01592
YOR168W	PF00749
YOR168W	PF03950
YOR168W	PF04557
YOR168W	PF04558
YJL081C	PF00022
YJL219W	PF00083
YER100W	PF00179
YDL174C	PF01565
YDL174C	PF02913
YOL111C	PF00240
YOL111C	PF16843
YOL111C	PF18514
YCR073W-A	PF01182
YOR368W	PF02144
YJL134W	PF01569
YKL064W	PF01544
YEL006W	PF00153
YBR189W	PF01479
YLL051C	PF01794
YLL051C	PF08022
YLL051C	PF08030
YLR158C	PF00710
YLR158C	PF17763
YKL130C	PF11435
YNL329C	PF00004
YKL195W	PF06747
YML068W	PF01485
YEL049W	PF00660
YGL150C	PF00176
YGL150C	PF00271
YGL150C	PF13892
YOR131C	PF13419
YNL011C	PF01933
YDR172W	PF00009
YDR172W	PF03143
YDR172W	PF03144
YKL206C	PF09754
YOR134W	PF00620
YGR203W	PF00581
YPL220W	PF00687
YGL127C	PF05669
YOR078W	PF08297
YDR286C	PF05768
YER037W	PF13419
YJR160C	PF00083
YPL176C	PF04253
YMR221C	PF07690
YJR057W	PF02223
YKL071W	PF00106
YPR070W	PF10744
YGR202C	PF01467
YAR033W	PF00674
YER031C	PF00071
YDL175C	PF00098
YMR003W	PF02037
YGL181W	PF00627
YGL181W	PF01412
YER050C	PF01084
YLR175W	PF01472
YLR175W	PF01509
YLR175W	PF08068
YLR175W	PF16198
YDR037W	PF00152
YDR037W	PF01336
YDR151C	PF00642
YGR116W	PF14632
YGR116W	PF14633
YGR116W	PF14635
YGR116W	PF14639
YGR116W	PF14641
YML081W	PF00096
YGR180C	PF00268
YNL056W	PF03162
YDR004W	PF08423
YHR027C	PF01851
YHR027C	PF17781
YHR027C	PF18051
YER155C	PF00169
YER155C	PF00617
YER155C	PF00618
YER155C	PF00620
YBR297W	PF00172
YBR297W	PF04082
YJR117W	PF01435
YJR117W	PF16491
YNL022C	PF01189
YML032C	PF04098
YOR192C	PF02133
YBR156C	PF03941
YGL187C	PF01215
YLR066W	PF04573
YDL166C	PF13238
YKR097W	PF01293
YOR145C	PF17903
YOL067C	PF00010
YDR063W	PF00241
YIL112W	PF12796
YIL112W	PF13857
YNL042W	PF10846
YNL175C	PF00076
YBR162W-A	PF06624
YGL244W	PF03126
YOR116C	PF00623
YOR116C	PF04983
YOR116C	PF04997
YOR116C	PF04998
YOR116C	PF05000
YOL033W	PF00749
YOL033W	PF19269
YOR033C	PF00752
YOR033C	PF00867
YNL265C	PF03398
YMR067C	PF00789
YMR067C	PF11470
YPL272C	PF07247
YKL108W	PF11719
YDR032C	PF03358
YNL131W	PF04281
YNL307C	PF00069
YLR092W	PF00916
YGR287C	PF00128
YKL009W	PF00466
YKL009W	PF17777
YOR324C	PF13694
YOR006C	PF04034
YOR006C	PF04068
YDL143W	PF00118
YIL156W	PF00443
YOR166C	PF13638
YPL077C	PF17242
YHR112C	PF01053
YMR150C	PF10502
YBR256C	PF00677
YDR071C	PF00583
YDR093W	PF13246
YDR093W	PF16209
YDR093W	PF16212
YJL165C	PF00069
YOL004W	PF02671
YOL004W	PF08295
YOL004W	PF16879
YOL125W	PF05206
YOL125W	PF05253
YOL125W	PF11722
YML010W	PF03439
YML010W	PF11942
YML010W	PF12815
YOR128C	PF00731
YOR128C	PF02222
YOR128C	PF17769
YDR384C	PF01184
YGR245C	PF05285
YGR245C	PF08158
YER053C	PF00153
YLR029C	PF00827
YLR299W	PF01019
YMR026C	PF04757
YBL076C	PF00133
YBL076C	PF08264
YBL076C	PF19302
YHR050W	PF01566
YLR309C	PF01465
YNR038W	PF00270
YNR038W	PF00271
YIL002C	PF02383
YIL002C	PF03372
YDL164C	PF01068
YDL164C	PF04675
YDL164C	PF04679
YJL078C	PF00188
YBR030W	PF00856
YPL047W	PF08209
YPL047W	PF18519
YKL015W	PF00172
YKL015W	PF04082
YOR118W	PF07534
YNR008W	PF02450
YGL077C	PF13520
YPR133C	PF08711
YAR071W	PF00328
YDL049C	PF05390
YDL049C	PF10342
YEL039C	PF00034
YHR167W	PF09432
YGR037C	PF00887
YPR082C	PF02966
YKR002W	PF01909
YKR002W	PF04926
YKR002W	PF04928
YOL010W	PF01137
YOL010W	PF05189
YOR083W	PF08528
YLR367W	PF00410
YHR168W	PF01018
YHR168W	PF01926
YDR334W	PF00176
YDR334W	PF00271
YDR334W	PF07529
YGR109C	PF00134
YGR109C	PF02984
YPL189C-A	PF17051
YNL254C	PF14474
YER044C	PF03694
YGR133W	PF00179
YBR096W	PF13279
YDL217C	PF02466
YKL210W	PF00899
YKL210W	PF09358
YKL210W	PF10585
YKL210W	PF16190
YKL210W	PF16191
YER048C	PF00226
YER048C	PF14308
YDL036C	PF00849
YDR456W	PF00999
YHR203C	PF00467
YHR203C	PF00900
YHR203C	PF01479
YHR203C	PF08071
YHR203C	PF16121
YNL151C	PF11705
YMR261C	PF00982
YMR261C	PF02358
YBR033W	PF00172
YKR046C	PF17316
YKL170W	PF00238
YER028C	PF00096
YGL258W-A	PF00026
YNL090W	PF00071
YCR098C	PF00083
YNL038W	PF10181
YMR281W	PF02585
YMR259C	PF10350
YDR221W	PF12999
YDR221W	PF13015
YGL202W	PF00155
YLR448W	PF01159
YLR098C	PF00172
YLR098C	PF04082
YDR320C	PF09145
YNR030W	PF03901
YPR074C	PF00456
YPR074C	PF02779
YPR074C	PF02780
YOR233W	PF00069
YHR194W	PF08118
YNL006W	PF00400
YMR047C	PF04096
YMR047C	PF13634
YLR300W	PF00150
YJL127C-B	PF17237
YLR192C	PF08597
YHR149C	PF08693
YLR293C	PF00071
YPR094W	PF03660
YHR051W	PF02284
YDL056W	PF04383
YDL056W	PF13637
YDR084C	PF05832
YFL052W	PF00172
YMR205C	PF00365
YMR235C	PF13516
YCR009C	PF03114
YBL036C	PF01168
YER143W	PF00627
YER143W	PF09668
YDL051W	PF00076
YDL051W	PF05383
YMR241W	PF00153
YIL155C	PF01266
YIL155C	PF16901
YDL161W	PF01417
YOR323C	PF00171
YER014W	PF13450
YLR044C	PF00205
YLR044C	PF02775
YLR044C	PF02776
YGL049C	PF02854
YGL049C	PF12152
YGR263C	PF10340
YJR074W	PF04603
YBL111C	PF00270
YBL111C	PF11603
YOL030W	PF03198
